song_id,filename,musical_key,bpm,camelot,energy
697a4c85522f3d36fd34d7b5,697a4c85522f3d36fd34d7b5.mp3,D Major,119.0,10B,
697a4d71522f3d36fd34d7e9,697a4d71522f3d36fd34d7e9.mp3,A Minor,123.0,8A,
697a4ec9522f3d36fd34d83d,697a4ec9522f3d36fd34d83d.mp3,F Minor,122.0,4A,
697a6e868ba578a5c24dd337,697a6e868ba578a5c24dd337.mp3,A Major,118.0,11B,
697a6f118ba578a5c24dd355,697a6f118ba578a5c24dd355.mp3,C Major,122.0,8B,
697a75788ba578a5c24dd4b0,697a75788ba578a5c24dd4b0.mp3,G Major,123.0,9B,
697a76808ba578a5c24dd4f3,697a76808ba578a5c24dd4f3.mp3,F Major,122.0,7B,
697a77938ba578a5c24dd525,697a77938ba578a5c24dd525.mp3,B Minor,122.0,10A,
697a790d8ba578a5c24dd54f,697a790d8ba578a5c24dd54f.mp3,A# Major,123.0,6B,
697a7aae8ba578a5c24dd5ad,697a7aae8ba578a5c24dd5ad.mp3,F# Minor,122.0,11A,
697a7b3e8ba578a5c24dd5c9,697a7b3e8ba578a5c24dd5c9.mp3,G Major,124.0,9B,
697a7bfa8ba578a5c24dd5ee,697a7bfa8ba578a5c24dd5ee.mp3,G# Major,123.0,4B,
697a7c868ba578a5c24dd60c,697a7c868ba578a5c24dd60c.mp3,F# Major,123.0,2B,
697a7d108ba578a5c24dd63d,697a7d108ba578a5c24dd63d.mp3,F Minor,127.0,4A,
697a9dfb8ba578a5c24dda6e,697a9dfb8ba578a5c24dda6e.mp3,D Major,125.0,10B,
697b2b7a8ba578a5c24ddf96,697b2b7a8ba578a5c24ddf96.mp3,G Major,123.0,9B,
697b2bf78ba578a5c24ddfba,697b2bf78ba578a5c24ddfba.mp3,G Major,124.0,9B,
697b2c668ba578a5c24ddfd2,697b2c668ba578a5c24ddfd2.mp3,A# Major,123.0,6B,
697b2cee8ba578a5c24ddff2,697b2cee8ba578a5c24ddff2.mp3,G Major,123.0,9B,
697b2d7c8ba578a5c24de013,697b2d7c8ba578a5c24de013.mp3,E Major,123.0,12B,
697b2fc68ba578a5c24de07f,697b2fc68ba578a5c24de07f.mp3,F# Minor,122.0,11A,
697b302e8ba578a5c24de098,697b302e8ba578a5c24de098.mp3,G Minor,122.0,6A,
697b31198ba578a5c24de0bb,697b31198ba578a5c24de0bb.mp3,C Major,124.0,8B,
697b31c88ba578a5c24de0e0,697b31c88ba578a5c24de0e0.mp3,F Major,122.0,7B,
697b33818ba578a5c24de211,697b33818ba578a5c24de211.mp3,G Major,122.0,9B,
697b345b8ba578a5c24de25c,697b345b8ba578a5c24de25c.mp3,G Major,122.0,9B,
697b352a8ba578a5c24de285,697b352a8ba578a5c24de285.mp3,E Major,120.0,12B,
697b35af8ba578a5c24de2ad,697b35af8ba578a5c24de2ad.mp3,C Major,120.0,8B,
697b3da98ba578a5c24de305,697b3da98ba578a5c24de305.mp3,D Minor,121.0,7A,
697b3e328ba578a5c24de31c,697b3e328ba578a5c24de31c.mp3,F Minor,123.0,4A,
697b3ece8ba578a5c24de35a,697b3ece8ba578a5c24de35a.mp3,G Major,123.0,9B,
697b3ff88ba578a5c24de3b5,697b3ff88ba578a5c24de3b5.mp3,G# Major,122.0,4B,
697b40768ba578a5c24de3da,697b40768ba578a5c24de3da.mp3,D Minor,124.0,7A,
697b41668ba578a5c24de441,697b41668ba578a5c24de441.mp3,F# Minor,122.0,11A,
697b41ee8ba578a5c24de482,697b41ee8ba578a5c24de482.mp3,G Major,118.0,9B,
697b426a8ba578a5c24de49f,697b426a8ba578a5c24de49f.mp3,F# Minor,122.0,11A,
697b43198ba578a5c24de4e2,697b43198ba578a5c24de4e2.mp3,B Minor,124.0,10A,
697b436f8ba578a5c24de4f5,697b436f8ba578a5c24de4f5.mp3,G Major,122.0,9B,
697b43dd8ba578a5c24de524,697b43dd8ba578a5c24de524.mp3,D Major,122.0,10B,
697b44458ba578a5c24de551,697b44458ba578a5c24de551.mp3,F# Major,125.0,2B,
697b449f8ba578a5c24de570,697b449f8ba578a5c24de570.mp3,G Major,122.0,9B,
697b45028ba578a5c24de5af,697b45028ba578a5c24de5af.mp3,G Major,125.0,9B,
697b45878ba578a5c24de5ca,697b45878ba578a5c24de5ca.mp3,C# Major,123.0,3B,
697b47258ba578a5c24de6c5,697b47258ba578a5c24de6c5.mp3,A Major,123.0,11B,
697b478b8ba578a5c24de6da,697b478b8ba578a5c24de6da.mp3,A Major,124.0,11B,
697b47f08ba578a5c24de6f7,697b47f08ba578a5c24de6f7.mp3,G Minor,128.0,6A,
697b48568ba578a5c24de713,697b48568ba578a5c24de713.mp3,F Major,122.0,7B,
697b48a88ba578a5c24de72e,697b48a88ba578a5c24de72e.mp3,F Minor,123.0,4A,
697b49ae8ba578a5c24de78f,697b49ae8ba578a5c24de78f.mp3,F# Minor,125.0,11A,
697b4a8e8ba578a5c24de7c7,697b4a8e8ba578a5c24de7c7.mp3,B Major,126.0,1B,
697b4b078ba578a5c24de7df,697b4b078ba578a5c24de7df.mp3,G Major,124.0,9B,
697b4ca98ba578a5c24de8c4,697b4ca98ba578a5c24de8c4.mp3,F# Major,122.0,2B,
697b4d0d8ba578a5c24de8d9,697b4d0d8ba578a5c24de8d9.mp3,G Minor,124.0,6A,
697b4da48ba578a5c24de8f8,697b4da48ba578a5c24de8f8.mp3,D Minor,116.0,7A,
697b4e9c8ba578a5c24de913,697b4e9c8ba578a5c24de913.mp3,G Major,119.0,9B,
697b4f9e8ba578a5c24de931,697b4f9e8ba578a5c24de931.mp3,D Minor,124.0,7A,
697b501b8ba578a5c24de94d,697b501b8ba578a5c24de94d.mp3,B Major,122.0,1B,
697b509d8ba578a5c24de973,697b509d8ba578a5c24de973.mp3,F Major,126.0,7B,
697b51218ba578a5c24de98f,697b51218ba578a5c24de98f.mp3,A Major,124.0,11B,
697b521a8ba578a5c24de9b4,697b521a8ba578a5c24de9b4.mp3,A Major,122.0,11B,
697b529e8ba578a5c24de9d2,697b529e8ba578a5c24de9d2.mp3,F# Minor,124.0,11A,
697b5d088ba578a5c24dea4f,697b5d088ba578a5c24dea4f.mp3,F Major,120.0,7B,
697b5da08ba578a5c24dea6d,697b5da08ba578a5c24dea6d.mp3,G Major,120.0,9B,
697b5e1f8ba578a5c24dea90,697b5e1f8ba578a5c24dea90.mp3,C# Major,120.0,3B,
697b5ead8ba578a5c24deac4,697b5ead8ba578a5c24deac4.mp3,F Major,121.0,7B,
697b5fa48ba578a5c24deb08,697b5fa48ba578a5c24deb08.mp3,A Minor,122.0,8A,
697b60d58ba578a5c24deb23,697b60d58ba578a5c24deb23.mp3,G Minor,122.0,6A,
697b61b88ba578a5c24deb4c,697b61b88ba578a5c24deb4c.mp3,A Major,120.0,11B,
697b62258ba578a5c24deb6b,697b62258ba578a5c24deb6b.mp3,G# Major,120.0,4B,
697b62758ba578a5c24deb82,697b62758ba578a5c24deb82.mp3,C# Major,120.0,3B,
697b64418ba578a5c24dec5a,697b64418ba578a5c24dec5a.mp3,F# Major,122.0,2B,
697b64a48ba578a5c24dec79,697b64a48ba578a5c24dec79.mp3,A# Major,125.0,6B,
697b689d8ba578a5c24ded3b,697b689d8ba578a5c24ded3b.mp3,D Minor,125.0,7A,
697b6cf28ba578a5c24dee87,697b6cf28ba578a5c24dee87.mp3,A Major,120.0,11B,
697b6df08ba578a5c24deeb4,697b6df08ba578a5c24deeb4.mp3,F Major,124.0,7B,
697b6f418ba578a5c24deefd,697b6f418ba578a5c24deefd.mp3,D Major,117.0,10B,
697b6fd38ba578a5c24def27,697b6fd38ba578a5c24def27.mp3,E Major,124.0,12B,
697b706a8ba578a5c24def51,697b706a8ba578a5c24def51.mp3,C Minor,122.0,5A,
697b72728ba578a5c24def98,697b72728ba578a5c24def98.mp3,E Major,125.0,12B,
697b734e8ba578a5c24deff0,697b734e8ba578a5c24deff0.mp3,B Minor,121.0,10A,
6980d486a1ab5e32623720bb,6980d486a1ab5e32623720bb.mp3,G# Major,123.0,4B,
6980d4fba1ab5e32623720d8,6980d4fba1ab5e32623720d8.mp3,G Major,124.0,9B,
6980d56ea1ab5e326237211e,6980d56ea1ab5e326237211e.mp3,G Major,123.0,9B,
6980d629a1ab5e326237216f,6980d629a1ab5e326237216f.mp3,F Minor,129.0,4A,
6980d68da1ab5e32623721a1,6980d68da1ab5e32623721a1.mp3,C Major,122.0,8B,
6980d6eaa1ab5e32623721c3,6980d6eaa1ab5e32623721c3.mp3,G Minor,119.0,6A,
6980d868a1ab5e3262372206,6980d868a1ab5e3262372206.mp3,D Major,124.0,10B,
6980d968a1ab5e3262372244,6980d968a1ab5e3262372244.mp3,D Major,120.0,10B,
6980da3ea1ab5e3262372285,6980da3ea1ab5e3262372285.mp3,E Major,120.0,12B,
6980dca5a1ab5e32623722d8,6980dca5a1ab5e32623722d8.mp3,F# Minor,122.0,11A,
6980dd69a1ab5e32623722f1,6980dd69a1ab5e32623722f1.mp3,F Minor,122.0,4A,
6980ddc5a1ab5e3262372304,6980ddc5a1ab5e3262372304.mp3,G# Major,122.0,4B,
6980de60a1ab5e326237231d,6980de60a1ab5e326237231d.mp3,G Major,123.0,9B,
6980dfaca1ab5e3262372341,6980dfaca1ab5e3262372341.mp3,D# Major,123.0,5B,
6980e079a1ab5e326237235f,6980e079a1ab5e326237235f.mp3,G Major,122.0,9B,
6980e0f2a1ab5e3262372380,6980e0f2a1ab5e3262372380.mp3,A Minor,114.0,8A,
6980e1f0a1ab5e32623723af,6980e1f0a1ab5e32623723af.mp3,G Major,124.0,9B,
6980e251a1ab5e32623723cb,6980e251a1ab5e32623723cb.mp3,C Major,120.0,8B,
6980e332a1ab5e32623723f8,6980e332a1ab5e32623723f8.mp3,F Minor,120.0,4A,
6980e3a5a1ab5e3262372410,6980e3a5a1ab5e3262372410.mp3,D Major,121.0,10B,
6980e441a1ab5e3262372437,6980e441a1ab5e3262372437.mp3,G# Minor,124.0,1A,
6980eabca1ab5e3262372473,6980eabca1ab5e3262372473.mp3,A# Major,120.0,6B,
6980eb25a1ab5e326237249b,6980eb25a1ab5e326237249b.mp3,D Major,127.0,10B,
6980eb99a1ab5e32623724b5,6980eb99a1ab5e32623724b5.mp3,F Major,122.0,7B,
6980ebeda1ab5e32623724d1,6980ebeda1ab5e32623724d1.mp3,A Minor,123.0,8A,
6980eceba1ab5e326237250b,6980eceba1ab5e326237250b.mp3,G Major,123.0,9B,
6980ee63a1ab5e3262372562,6980ee63a1ab5e3262372562.mp3,F Major,123.0,7B,
6980eecba1ab5e3262372586,6980eecba1ab5e3262372586.mp3,E Major,120.0,12B,
6980efbda1ab5e32623725b8,6980efbda1ab5e32623725b8.mp3,F Major,124.0,7B,
6980f023a1ab5e32623725df,6980f023a1ab5e32623725df.mp3,C Major,120.0,8B,
6980f54ca1ab5e326237270a,6980f54ca1ab5e326237270a.mp3,F# Minor,124.0,11A,
6980f597a1ab5e326237271e,6980f597a1ab5e326237271e.mp3,A Minor,122.0,8A,
6980f6c5a1ab5e326237276b,6980f6c5a1ab5e326237276b.mp3,D Major,124.0,10B,
6980f755a1ab5e3262372791,6980f755a1ab5e3262372791.mp3,F Minor,124.0,4A,
6980f80ba1ab5e32623727cf,6980f80ba1ab5e32623727cf.mp3,G Major,128.0,9B,
6980f987a1ab5e3262372c88,6980f987a1ab5e3262372c88.mp3,B Minor,124.0,10A,
6980fa4aa1ab5e3262372d0c,6980fa4aa1ab5e3262372d0c.mp3,A Major,123.0,11B,
6980faa5a1ab5e3262372d23,6980faa5a1ab5e3262372d23.mp3,G Minor,122.0,6A,
6980fbb6a1ab5e3262372d4b,6980fbb6a1ab5e3262372d4b.mp3,G Major,122.0,9B,
6980fcbda1ab5e3262372dad,6980fcbda1ab5e3262372dad.mp3,F Minor,124.0,4A,
6980fd71a1ab5e3262372ddd,6980fd71a1ab5e3262372ddd.mp3,G Major,122.0,9B,
6980feb9a1ab5e3262372e48,6980feb9a1ab5e3262372e48.mp3,A Minor,122.0,8A,
6980ff44a1ab5e3262372e66,6980ff44a1ab5e3262372e66.mp3,E Major,123.0,12B,
6980ff95a1ab5e3262372e83,6980ff95a1ab5e3262372e83.mp3,D Major,123.0,10B,
698100b2a1ab5e3262372f3d,698100b2a1ab5e3262372f3d.mp3,B Minor,122.0,10A,
69810126a1ab5e3262372f6c,69810126a1ab5e3262372f6c.mp3,F Major,124.0,7B,
69810213a1ab5e3262372f9e,69810213a1ab5e3262372f9e.mp3,A Minor,123.0,8A,
6981028aa1ab5e3262372fc0,6981028aa1ab5e3262372fc0.mp3,E Major,123.0,12B,
698104f2a1ab5e326237311a,698104f2a1ab5e326237311a.mp3,F# Major,125.0,2B,
698106d9a1ab5e32623731b6,698106d9a1ab5e32623731b6.mp3,A Minor,125.0,8A,
69810734a1ab5e32623731ec,69810734a1ab5e32623731ec.mp3,F Major,122.0,7B,
69810a20a1ab5e32623733f1,69810a20a1ab5e32623733f1.mp3,F Minor,122.0,4A,
69810aa1a1ab5e3262373415,69810aa1a1ab5e3262373415.mp3,F Major,122.0,7B,
69810b12a1ab5e3262373455,69810b12a1ab5e3262373455.mp3,A Major,120.0,11B,
69810fe145b3ed6af2d725ce,69810fe145b3ed6af2d725ce.mp3,D Major,120.0,10B,
6981101a45b3ed6af2d725e3,6981101a45b3ed6af2d725e3.mp3,A Major,121.0,11B,
6981108d45b3ed6af2d72606,6981108d45b3ed6af2d72606.mp3,E Major,125.0,12B,
6981118945b3ed6af2d72666,6981118945b3ed6af2d72666.mp3,F# Major,125.0,2B,
698111f545b3ed6af2d72693,698111f545b3ed6af2d72693.mp3,D Major,117.0,10B,
6981130b45b3ed6af2d72982,6981130b45b3ed6af2d72982.mp3,A Minor,125.0,8A,
698113c245b3ed6af2d729e3,698113c245b3ed6af2d729e3.mp3,F Minor,124.0,4A,
6981141645b3ed6af2d72a09,6981141645b3ed6af2d72a09.mp3,A Major,123.0,11B,
6981146c45b3ed6af2d72a31,6981146c45b3ed6af2d72a31.mp3,A Major,124.0,11B,
698114c345b3ed6af2d72a71,698114c345b3ed6af2d72a71.mp3,E Major,125.0,12B,
6981153b45b3ed6af2d72a8a,6981153b45b3ed6af2d72a8a.mp3,C Major,126.0,8B,
6981158c45b3ed6af2d72aa5,6981158c45b3ed6af2d72aa5.mp3,G Major,125.0,9B,
698115e645b3ed6af2d72abc,698115e645b3ed6af2d72abc.mp3,F Major,126.0,7B,
6981164745b3ed6af2d72afc,6981164745b3ed6af2d72afc.mp3,A Major,124.0,11B,
6981229c45b3ed6af2d72ce7,6981229c45b3ed6af2d72ce7.mp3,C Major,122.0,8B,
6981237645b3ed6af2d72d38,6981237645b3ed6af2d72d38.mp3,G Major,125.0,9B,
698123e945b3ed6af2d72d5d,698123e945b3ed6af2d72d5d.mp3,G Minor,125.0,6A,
6981243f45b3ed6af2d72d99,6981243f45b3ed6af2d72d99.mp3,C Minor,125.0,5A,
698124a645b3ed6af2d72dba,698124a645b3ed6af2d72dba.mp3,G Minor,124.0,6A,
